Respondent_id,Program,Batch,Institution,Delivery_mode,Gender,Academic_year,Trainer_effectiveness,Curriculum_relevance,Pace_of_delivery,Support_Mentorship,Platform,Overall_satisfaction,Would_recommend,Open_feedback,Batch_date
STU-01685,Machine Learning,Feb 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,5.0,4.0,5.0,5.0,4.0,4,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-02-01
STU-01182,Networking Fundamentals,Jul 2026 Batch,Independent / Working Professional,Online,Male,2nd Year,4.0,4.0,4.0,3.0,4.0,3,No,"Sessions felt monotonous, needed more interactive teaching.",2026-07-01
STU-01504,Internet of Things (IoT),Feb 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,3rd Year,3.0,3.0,2.0,3.0,2.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-02-01
STU-00006,DevOps,Oct 2025 Batch,Independent / Working Professional,Online,Female,2nd Year,4.0,4.0,4.0,4.0,2.0,3,No,Faced frequent audio/video issues during classes.,2025-10-01
STU-01807,Cybersecurity & Ethical Hacking,Jan 2025 Batch,JIS College of Engineering,Hybrid,Female,3rd Year,5.0,5.0,4.0,5.0,5.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-01-01
STU-00966,AI in Biotechnology,Feb 2025 Batch,Techno India University,Online,Male,2nd Year,3.0,3.0,3.0,4.0,3.0,3,No,The trainer could explain concepts more clearly.,2025-02-01
STU-00019,Machine Learning,Feb 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,1.0,2.0,1.0,3.0,1.0,2,No,Explanations were sometimes too fast to follow properly.,2026-02-01
STU-01431,Blockchain Basics,Oct 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-10-01
STU-00122,Web Development,May 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,1st Year,5.0,4.0,4.0,4.0,4.0,4,No,The curriculum was well structured and relevant to current industry needs.,2026-05-01
STU-00662,Advanced Excel & Power BI,Jul 2026 Batch,Heritage Institute of Technology,Offline,Male,1st Year,5.0,5.0,5.0,5.0,5.0,5,Yes,,2026-07-01
STU-01675,Cloud Computing (AWS),Sep 2025 Batch,St. Xavier's College Kolkata,Online,Female,Graduate,4.0,4.0,4.0,4.0,3.0,4,Yes,Session quality varied depending on the trainer.,2025-09-01
STU-00275,Advanced Excel & Power BI,Apr 2025 Batch,Techno India University,Online,Male,3rd Year,3.0,3.0,3.0,4.0,2.0,3,Yes,Faced frequent audio/video issues during classes.,2025-04-01
STU-00434,Python Programming,May 2026 Batch,Neotia University,Hybrid,Male,3rd Year,3.0,3.0,2.0,4.0,3.0,3,Yes,Session quality varied depending on the trainer.,2026-05-01
STU-00812,Machine Learning,Aug 2026 Batch,Techno India University,Online,Female,3rd Year,4.0,5.0,3.0,3.0,4.0,4,Yes,"Average experience, some sessions were better than others.",2026-08-01
STU-01301,Cloud Computing (AWS),Feb 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,2nd Year,4.0,5.0,4.0,5.0,2.0,4,Yes,The online platform kept lagging during live sessions.,2026-02-01
STU-01336,Python Programming,Feb 2025 Batch,St. Xavier's College Kolkata,Hybrid,Male,Graduate,3.0,3.0,3.0,5.0,3.0,3,Yes,"Average experience, some sessions were better than others.",2025-02-01
STU-01858,Weather Forecasting ML Project,Apr 2025 Batch,Direct / Online (ASD),Hybrid,Male,4th Year,4.0,5.0,4.0,5.0,4.0,5,Yes,"Great mentorship throughout the program, felt supported at every step.",2025-04-01
STU-01881,Python Programming,May 2025 Batch,Neotia University,Online,Female,3rd Year,4.0,4.0,4.0,5.0,4.0,5,Yes,The projects assigned really helped me apply what was taught.,2025-05-01
STU-01571,DevOps,Mar 2026 Batch,St. Xavier's College Kolkata,Hybrid,Female,3rd Year,4.0,2.0,3.0,4.0,3.0,3,No,"Average experience, some sessions were better than others.",2026-03-01
STU-00182,Blockchain Basics,Aug 2026 Batch,St. Xavier's College Kolkata,Hybrid,Female,4th Year,5.0,4.0,4.0,5.0,5.0,4,Yes,"Loved the hands-on projects, they really built my confidence.",2026-08-01
STU-00185,Java Development,Aug 2025 Batch,Maulana Azad College,Offline,Male,4th Year,4.0,4.0,5.0,4.0,3.0,4,Yes,"The program was decent overall, nothing major to complain about.",2025-08-01
STU-00407,AI in Food Technology,Dec 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,4th Year,4.0,4.0,4.0,4.0,4.0,4,Yes,The trainer's real-world examples made the sessions very useful.,2025-12-01
STU-00866,Java Development,Apr 2026 Batch,Direct / Online (ASD),Online,Male,4th Year,3.0,3.0,3.0,3.0,2.0,3,No,Faced frequent audio/video issues during classes.,2026-04-01
STU-01631,Advanced Excel & Power BI,Jul 2026 Batch,Government College of Engineering & Textile Technology,Online,Prefer not to say,3rd Year,4.0,4.0,5.0,5.0,4.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2026-07-01
STU-00521,Networking Fundamentals,Aug 2026 Batch,JIS College of Engineering,Online,Male,1st Year,4.0,5.0,4.0,5.0,4.0,5,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2026-08-01
STU-01004,Generative AI,Jul 2026 Batch,JIS College of Engineering,Online,Male,2nd Year,5.0,5.0,5.0,5.0,4.0,4,No,"Enjoyed every module, especially the live project work.",2026-07-01
STU-01883,Internet of Things (IoT),Aug 2026 Batch,Heritage Institute of Technology,Online,Female,3rd Year,4.0,3.0,4.0,4.0,4.0,4,Yes,Some topics felt outdated compared to current industry trends.,2026-08-01
STU-01435,AI in Food Technology,Jul 2025 Batch,Techno India University,Offline,Female,2nd Year,4.0,3.0,3.0,4.0,4.0,4,No,Curriculum could include more project-based learning.,2025-07-01
STU-01659,Python Programming,Jul 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,5.0,4.0,4.0,5.0,4.0,4,No,"Excellent program overall, would definitely recommend to my juniors.",2026-07-01
STU-01394,App Development (Android),Jan 2026 Batch,Techno India University,Online,Female,3rd Year,4.0,3.0,3.0,4.0,4.0,4,Yes,Some topics felt outdated compared to current industry trends.,2026-01-01
STU-01425,Cybersecurity & Ethical Hacking,Jun 2026 Batch,Neotia University,Online,Female,3rd Year,2.0,3.0,2.0,3.0,4.0,2,No,Trainer seemed unprepared in a couple of sessions.,2026-06-01
STU-01613,Java FDP (Faculty Development),May 2026 Batch,JIS College of Engineering,Offline,Female,Working Professional,4.0,4.0,4.0,4.0,3.0,4,No,The online platform kept lagging during live sessions.,2026-05-01
STU-00428,App Development (Android),Jun 2025 Batch,Maulana Azad College,Offline,Male,3rd Year,4.0,5.0,4.0,5.0,5.0,5,Yes,One of the best training experiences I have had so far.,2025-06-01
STU-00079,Machine Learning,May 2025 Batch,Independent / Working Professional,Online,Male,Working Professional,5.0,5.0,4.0,5.0,4.0,5,Yes,The projects assigned really helped me apply what was taught.,2025-05-01
STU-01598,Full Stack Development,Nov 2025 Batch,JIS College of Engineering,Online,Female,Graduate,4.0,5.0,4.0,4.0,5.0,4,Yes,Practical assignments made the concepts much easier to understand.,2025-11-01
STU-01010,Java Development,Nov 2025 Batch,Techno India University,Offline,Female,3rd Year,3.0,3.0,3.0,3.0,3.0,3,No,"Content was okay, though a few topics felt rushed.",2025-11-01
STU-01961,Cloud Computing (AWS),Apr 2025 Batch,Techno India University,Online,Male,1st Year,3.0,2.0,2.0,2.0,2.0,3,Yes,"Average experience, some sessions were better than others.",2025-04-01
STU-01662,Networking Fundamentals,Jul 2025 Batch,St. Xavier's College Kolkata,Hybrid,Female,1st Year,4.0,4.0,3.0,4.0,4.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-07-01
STU-00608,Machine Learning,Apr 2026 Batch,Neotia University,Online,Female,Working Professional,3.0,3.0,2.0,4.0,4.0,3,No,Session quality varied depending on the trainer.,2026-04-01
STU-01775,UI/UX Design,Oct 2025 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Female,3rd Year,4.0,3.0,3.0,4.0,3.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-10-01
STU-01981,UI/UX Design,Jul 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,Graduate,4.0,5.0,5.0,5.0,4.0,4,No,The support team responded quickly whenever I had doubts.,2026-07-01
STU-01814,Digital Marketing,Aug 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,5.0,5.0,5.0,4.0,5.0,5,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-08-01
STU-01058,Java Development,Feb 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,4th Year,4.0,4.0,3.0,4.0,3.0,4,Yes,"Pace needs to slow down, especially for beginners in the batch.",2025-02-01
STU-01441,Advanced Excel & Power BI,Jul 2026 Batch,St. Xavier's College Kolkata,Online,Female,Working Professional,4.0,4.0,3.0,3.0,4.0,4,Yes,Too much content packed into too few sessions.,2026-07-01
STU-01515,Robotics & Embedded Systems,Nov 2025 Batch,Techno India University,Online,Male,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-11-01
STU-01586,AI in Biotechnology,Apr 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Female,3rd Year,4.0,3.0,3.0,3.0,4.0,3,No,Some topics felt outdated compared to current industry trends.,2026-04-01
STU-01092,Agentic AI,Mar 2025 Batch,Neotia University,Online,Male,1st Year,4.0,4.0,3.0,4.0,3.0,4,Yes,"The program was decent overall, nothing major to complain about.",2025-03-01
STU-01561,Machine Learning,Aug 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,Graduate,4.0,4.0,2.0,2.0,2.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-08-01
STU-01102,Data Science,Feb 2026 Batch,St. Xavier's College Kolkata,Online,Male,Working Professional,5.0,5.0,5.0,4.0,5.0,5,Yes,"Enjoyed every module, especially the live project work.",2026-02-01
STU-01130,Cloud Computing (AWS),Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,4.0,4.0,3.0,4.0,5.0,4,Yes,Session quality varied depending on the trainer.,2025-10-01
STU-01236,Competitive Programming,Mar 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,1st Year,4.0,4.0,4.0,4.0,3.0,4,Yes,The online platform kept lagging during live sessions.,2025-03-01
STU-01757,Machine Learning,May 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,Graduate,5.0,4.0,4.0,5.0,4.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2025-05-01
STU-00959,Database Management (SQL),Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,4.0,4.0,3.0,4.0,4.0,4,Yes,"Wish there was more time per topic, felt rushed throughout.",2025-06-01
STU-01699,Python Programming,Feb 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,2.0,3.0,3.0,3.0,2,No,Curriculum could include more project-based learning. Would have liked more one-on-one mentorship time.,2025-02-01
STU-00560,Competitive Programming,Apr 2026 Batch,Techno India University,Online,Male,Working Professional,2.0,3.0,1.0,3.0,2.0,2,No,Struggled to keep up as new topics were introduced too quickly. Support response on the query group was slow at times.,2026-04-01
STU-00847,Internet of Things (IoT),Jul 2026 Batch,Techno India University,Hybrid,Male,3rd Year,4.0,5.0,3.0,5.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2026-07-01
STU-00691,AI in Food Technology,Jul 2026 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,4.0,3.0,3.0,3.0,2.0,3,No,"Content was okay, though a few topics felt rushed.",2026-07-01
STU-01520,App Development (Android),Aug 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,Graduate,3.0,3.0,4.0,5.0,3.0,3,No,"The program was decent overall, nothing major to complain about.",2026-08-01
STU-01928,App Development (Android),Sep 2025 Batch,JIS College of Engineering,Offline,Male,4th Year,4.0,4.0,3.0,5.0,4.0,4,Yes,"Wish there was more time per topic, felt rushed throughout.",2025-09-01
STU-01856,Cybersecurity & Ethical Hacking,Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,Working Professional,3.0,4.0,3.0,2.0,3.0,3,Yes,Would have liked more one-on-one mentorship time.,2025-10-01
STU-00437,Machine Learning,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,2nd Year,5.0,4.0,3.0,5.0,3.0,4,No,Too much content packed into too few sessions.,2025-09-01
STU-00491,Web Development,Feb 2025 Batch,Techno India University,Hybrid,Male,2nd Year,5.0,5.0,5.0,4.0,5.0,5,Yes,"Excellent program overall, would definitely recommend to my juniors.",2025-02-01
STU-01986,Machine Learning,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,2nd Year,3.0,2.0,2.0,2.0,4.0,3,No,"Content was okay, though a few topics felt rushed.",2026-08-01
STU-01829,Generative AI,Nov 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,2nd Year,5.0,4.0,3.0,4.0,3.0,4,Yes,"It was fine, but I expected a bit more depth in the later modules.",2025-11-01
STU-01630,Cybersecurity & Ethical Hacking,Aug 2026 Batch,Government College of Engineering & Textile Technology,Offline,Female,2nd Year,3.0,2.0,2.0,3.0,3.0,3,Yes,Some topics felt outdated compared to current industry trends.,2026-08-01
STU-01388,Python Programming,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Working Professional,5.0,5.0,5.0,5.0,5.0,5,Yes,The trainer's real-world examples made the sessions very useful.,2025-09-01
STU-00070,Cloud Computing (AWS),Feb 2026 Batch,Techno India University,Hybrid,Male,3rd Year,3.0,2.0,3.0,3.0,3.0,3,Yes,"Average experience, some sessions were better than others.",2026-02-01
STU-01573,Weather Forecasting ML Project,Oct 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,Graduate,4.0,4.0,3.0,4.0,3.0,4,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-10-01
STU-00809,Internet of Things (IoT),Jul 2026 Batch,St. Xavier's College Kolkata,Online,Female,Graduate,4.0,5.0,4.0,5.0,4.0,4,Yes,The trainer explained concepts clearly and was always ready to help.,2026-07-01
STU-01185,Agentic AI,May 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,Working Professional,5.0,5.0,5.0,4.0,2.0,5,Yes,The online platform kept lagging during live sessions.,2025-05-01
STU-00012,Full Stack Development,Apr 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,2.0,2.0,1.0,1.0,2.0,2,Yes,Struggled to keep up as new topics were introduced too quickly. Wanted more advanced/real-world case studies in the curriculum.,2025-04-01
STU-00145,Advanced Excel & Power BI,Aug 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,5.0,4.0,5.0,5.0,4.0,4,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2025-08-01
STU-00918,AI in Food Technology,Aug 2026 Batch,Techno India University,Online,Female,Working Professional,5.0,5.0,4.0,4.0,4.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2026-08-01
STU-01542,Blockchain Basics,May 2025 Batch,St. Xavier's College Kolkata,Hybrid,Female,4th Year,5.0,4.0,3.0,3.0,4.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-05-01
STU-01452,Cybersecurity & Ethical Hacking,Apr 2025 Batch,Neotia University,Offline,Male,4th Year,4.0,4.0,3.0,4.0,4.0,4,Yes,Too much content packed into too few sessions.,2025-04-01
STU-00640,Agentic AI,Feb 2025 Batch,Techno India University,Online,Male,3rd Year,3.0,2.0,3.0,3.0,3.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-02-01
STU-00177,Networking Fundamentals,Jan 2026 Batch,St. Xavier's College Kolkata,Online,Female,2nd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The program content was up to date and industry relevant.,2026-01-01
STU-00995,Cybersecurity & Ethical Hacking,Aug 2026 Batch,St. Xavier's College Kolkata,Offline,Male,Graduate,4.0,3.0,4.0,3.0,3.0,3,No,Curriculum could include more project-based learning.,2026-08-01
STU-00441,Blockchain Basics,Apr 2026 Batch,Techno India University,Online,Male,3rd Year,3.0,4.0,3.0,4.0,4.0,3,Yes,Explanations were sometimes too fast to follow properly.,2026-04-01
STU-00522,Data Science,Dec 2025 Batch,Neotia University,Offline,Male,Graduate,5.0,5.0,5.0,5.0,4.0,5,Yes,"Great balance of theory and practicals, exceeded my expectations.",2025-12-01
STU-01969,App Development (Android),Sep 2025 Batch,Maulana Azad College,Offline,Male,3rd Year,3.0,3.0,3.0,4.0,4.0,3,Yes,Explanations were sometimes too fast to follow properly.,2025-09-01
STU-01932,Digital Marketing,Jul 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,4.0,3.0,4.0,3.0,4,No,"Sessions felt monotonous, needed more interactive teaching.",2025-07-01
STU-01713,AI in Food Technology,May 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,4.0,3.0,4.0,3.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2025-05-01
STU-01005,Web Development,Jul 2026 Batch,Techno India University,Online,Female,3rd Year,3.0,5.0,4.0,4.0,3.0,4,No,"It was fine, but I expected a bit more depth in the later modules.",2026-07-01
STU-01256,Machine Learning,Mar 2026 Batch,Neotia University,Online,Male,3rd Year,4.0,4.0,3.0,3.0,3.0,4,Yes,"Wish there was more time per topic, felt rushed throughout.",2026-03-01
STU-00185,Java Development,Aug 2025 Batch,Maulana Azad College,Offline,Male,4th Year,4.0,4.0,5.0,4.0,3.0,4,Yes,"The program was decent overall, nothing major to complain about.",2025-08-01
STU-01665,AI in Food Technology,Feb 2026 Batch,Techno India University,Online,Female,2nd Year,4.0,3.0,4.0,5.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2026-02-01
STU-00144,App Development (Android),Apr 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,4th Year,4.0,3.0,3.0,4.0,4.0,3,No,,2025-04-01
STU-00754,Full Stack Development,Jul 2026 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,4.0,4.0,4.0,4.0,2.0,4,Yes,Recorded session links took too long to be uploaded.,2026-07-01
STU-00520,Networking Fundamentals,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,Working Professional,3.0,3.0,4.0,3.0,3.0,3,No,Would appreciate a more engaging teaching style.,2026-08-01
STU-01992,Java Development,May 2025 Batch,JIS College of Engineering,Offline,Female,4th Year,4.0,4.0,4.0,5.0,3.0,4,No,Recorded session links took too long to be uploaded.,2025-05-01
STU-01323,UI/UX Design,Feb 2025 Batch,Maulana Azad College,Online,Female,2nd Year,5.0,5.0,4.0,4.0,5.0,4,Yes,The program content was up to date and industry relevant.,2025-02-01
STU-00823,Blockchain Basics,Oct 2025 Batch,St. Xavier's College Kolkata,Hybrid,Female,Graduate,5.0,5.0,4.0,4.0,4.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2025-10-01
STU-00429,Python Programming,Apr 2025 Batch,Neotia University,Hybrid,Male,Graduate,5.0,4.0,3.0,4.0,5.0,4,No,Struggled to keep up as new topics were introduced too quickly.,2025-04-01
STU-00613,Full Stack Development,Jun 2026 Batch,JIS College of Engineering,Online,Female,4th Year,3.0,3.0,2.0,4.0,2.0,3,Yes,"It was fine, but I expected a bit more depth in the later modules.",2026-06-01
STU-01506,Full Stack Development,Sep 2025 Batch,Government College of Engineering & Textile Technology,Offline,Prefer not to say,4th Year,3.0,3.0,2.0,3.0,3.0,3,No,"The sessions moved too fast, hard to keep up with the pace.",2025-09-01
STU-01033,Cybersecurity & Ethical Hacking,Mar 2026 Batch,St. Xavier's College Kolkata,Hybrid,Male,4th Year,3.0,3.0,3.0,4.0,3.0,3,No,Would appreciate a more engaging teaching style.,2026-03-01
STU-00157,Internet of Things (IoT),Mar 2025 Batch,Techno India University,Hybrid,Female,Graduate,4.0,5.0,4.0,5.0,3.0,4,No,"Content was okay, though a few topics felt rushed.",2025-03-01
STU-00540,Cybersecurity & Ethical Hacking,May 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,4th Year,4.0,3.0,3.0,5.0,5.0,4,Yes,Wanted more advanced/real-world case studies in the curriculum.,2025-05-01
STU-01531,Cloud Computing (AWS),Aug 2025 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Male,3rd Year,2.0,3.0,2.0,2.0,3.0,2,No,The trainer could explain concepts more clearly.,2025-08-01
STU-01461,AI in Biotechnology,Feb 2026 Batch,Independent / Working Professional,Offline,Male,2nd Year,5.0,4.0,5.0,5.0,4.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2026-02-01
STU-01291,Blockchain Basics,Apr 2025 Batch,Techno India University,Online,Male,Graduate,3.0,2.0,3.0,3.0,1.0,3,No,Recorded session links took too long to be uploaded.,2025-04-01
STU-00462,Full Stack Development,Feb 2026 Batch,Maulana Azad College,Online,Female,3rd Year,3.0,3.0,1.0,3.0,1.0,2,Yes,"The sessions moved too fast, hard to keep up with the pace.",2026-02-01
STU-00577,Cybersecurity & Ethical Hacking,May 2025 Batch,Techno India University,Offline,Male,1st Year,5.0,5.0,3.0,5.0,4.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-05-01
STU-01363,Digital Marketing,Feb 2025 Batch,Neotia University,Offline,Female,4th Year,3.0,4.0,3.0,3.0,4.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-02-01
STU-00256,Digital Marketing,Aug 2025 Batch,JIS College of Engineering,Online,Female,4th Year,5.0,4.0,4.0,4.0,4.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2025-08-01
STU-00980,AI in Food Technology,Jun 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,Working Professional,5.0,5.0,3.0,4.0,5.0,4,Yes,"Pace needs to slow down, especially for beginners in the batch.",2026-06-01
STU-01186,UI/UX Design,Aug 2026 Batch,Independent / Working Professional,Online,Female,2nd Year,5.0,4.0,5.0,5.0,4.0,5,Yes,Trainer was knowledgeable and made even tough topics easy to grasp.,2026-08-01
STU-01007,App Development (Android),Dec 2025 Batch,Techno India University,Offline,Male,Graduate,2.0,2.0,2.0,4.0,2.0,2,No,"The trainer could explain concepts more clearly. Wish there was more time per topic, felt rushed throughout.",2025-12-01
STU-01522,Python Programming,May 2025 Batch,JIS College of Engineering,Online,Male,3rd Year,5.0,5.0,3.0,5.0,4.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-05-01
STU-01690,DevOps,Apr 2026 Batch,Techno India University,Online,Female,2nd Year,4.0,4.0,4.0,5.0,3.0,4,Yes,,2026-04-01
STU-00561,Advanced Excel & Power BI,Apr 2025 Batch,Maulana Azad College,Online,Female,Working Professional,3.0,2.0,3.0,3.0,2.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-04-01
STU-00209,Advanced Excel & Power BI,Dec 2025 Batch,Government College of Engineering & Textile Technology,Offline,Female,2nd Year,5.0,4.0,3.0,4.0,4.0,4,No,Could use an extra week or two to cover everything properly.,2025-12-01
STU-00911,Cybersecurity & Ethical Hacking,Mar 2026 Batch,Maulana Azad College,Online,Female,1st Year,4.0,5.0,4.0,4.0,4.0,4,Yes,,2026-03-01
STU-01312,Blockchain Basics,Jun 2025 Batch,St. Xavier's College Kolkata,Online,Female,Graduate,3.0,4.0,5.0,4.0,4.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-06-01
STU-00002,Blockchain Basics,Jul 2025 Batch,Techno India University,Online,Female,Working Professional,4.0,5.0,3.0,3.0,3.0,3,Yes,Session quality varied depending on the trainer.,2025-07-01
STU-01366,Cybersecurity & Ethical Hacking,Jul 2025 Batch,St. Xavier's College Kolkata,Online,Male,1st Year,4.0,4.0,4.0,4.0,4.0,4,Yes,"The sessions moved too fast, hard to keep up with the pace.",2025-07-01
STU-00270,Networking Fundamentals,Apr 2025 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,3.0,4.0,3.0,4.0,3.0,3,Yes,"The program was decent overall, nothing major to complain about.",2025-04-01
STU-00266,Competitive Programming,May 2025 Batch,Narasingh Choudhuri Autonomous College,Offline,Female,4th Year,4.0,4.0,4.0,4.0,3.0,4,No,"Average experience, some sessions were better than others.",2025-05-01
STU-00915,Advanced Excel & Power BI,May 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,3rd Year,5.0,4.0,4.0,3.0,4.0,4,No,Session quality varied depending on the trainer.,2025-05-01
STU-00231,Python Programming,Nov 2025 Batch,Techno India University,Online,Female,1st Year,5.0,4.0,3.0,5.0,3.0,4,Yes,No comments.,2025-11-01
STU-01964,Generative AI,Apr 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,3rd Year,5.0,4.0,4.0,5.0,3.0,4,No,The portal for assignments was confusing and slow to load.,2026-04-01
STU-01120,AI in Food Technology,Sep 2025 Batch,JIS College of Engineering,Hybrid,Male,Graduate,4.0,4.0,3.0,4.0,3.0,4,Yes,Session quality varied depending on the trainer.,2025-09-01
STU-01959,Full Stack Development,Mar 2025 Batch,Techno India University,Online,Male,Graduate,5.0,5.0,4.0,5.0,4.0,5,Yes,One of the best training experiences I have had so far.,2025-03-01
STU-00865,Competitive Programming,Mar 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,2nd Year,5.0,3.0,5.0,5.0,3.0,4,Yes,Curriculum could include more project-based learning.,2026-03-01
STU-01067,DevOps,Apr 2025 Batch,Techno India University,Online,Female,4th Year,4.0,5.0,4.0,5.0,5.0,5,Yes,The projects assigned really helped me apply what was taught.,2025-04-01
STU-00874,App Development (Android),Apr 2025 Batch,JIS College of Engineering,Online,Male,2nd Year,4.0,4.0,4.0,5.0,4.0,4,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-04-01
STU-01786,Generative AI,Jun 2025 Batch,Neotia University,Online,Female,4th Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Enjoyed every module, especially the live project work.",2025-06-01
STU-00399,App Development (Android),Mar 2026 Batch,St. Xavier's College Kolkata,Online,Female,4th Year,5.0,4.0,4.0,4.0,4.0,4,Yes,The program content was up to date and industry relevant.,2026-03-01
STU-01817,Internet of Things (IoT),May 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Male,3rd Year,4.0,4.0,3.0,3.0,2.0,4,No,Recorded session links took too long to be uploaded.,2025-05-01
STU-01653,Cloud Computing (AWS),Feb 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,3rd Year,5.0,5.0,4.0,5.0,5.0,5,Yes,One of the best training experiences I have had so far.,2025-02-01
STU-00046,Advanced Excel & Power BI,Sep 2025 Batch,Techno India University,Online,Male,3rd Year,5.0,5.0,4.0,5.0,4.0,4,No,"Very satisfied, the mentors were patient and encouraging throughout.",2025-09-01
STU-00162,Competitive Programming,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The trainer's real-world examples made the sessions very useful.,2025-09-01
STU-00992,AI in Food Technology,Sep 2025 Batch,Techno India University,Offline,Male,3rd Year,4.0,4.0,3.0,3.0,3.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-09-01
STU-00728,Cybersecurity & Ethical Hacking,Feb 2025 Batch,Neotia University,Online,Male,2nd Year,4.0,4.0,3.0,4.0,3.0,4,Yes,"Decent program, could use a bit more structure in scheduling.",2025-02-01
STU-00630,UI/UX Design,Feb 2025 Batch,Techno India University,Hybrid,Male,3rd Year,4.0,3.0,3.0,4.0,3.0,3,No,"Average experience, some sessions were better than others.",2025-02-01
